任务ID,批次号,优先级,是否启用,股票代码,策略ID,开始日期,结束日期,初始资金,K线周期,数据源,场景标签,成本档位,滑点BP,佣金费率,印花税率,最小手数,是否T1,最大重试,任务状态,报告ID,错误信息,创建时间,更新时间
T042506,SIDE04,3,1,600837.SH,34R1U500,2023/6/1,2023/9/22,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042507,SIDE04,2,1,600837.SH,34R1U500,2023/6/1,2023/9/22,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042508,SIDE05,1,1,600837.SH,34R1U500,2025/1/2,2025/3/31,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042509,SIDE05,2,1,600837.SH,34R1U500,2025/1/2,2025/3/31,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042510,SIDE05,2,1,600837.SH,34R1U500,2025/1/2,2025/3/31,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042511,SIDE05,2,1,600837.SH,34R1U500,2025/1/2,2025/3/31,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042512,SIDE05,3,1,600837.SH,34R1U500,2025/1/2,2025/3/31,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042513,SIDE05,2,1,600837.SH,34R1U500,2025/1/2,2025/3/31,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042514,SIDE05,1,1,600837.SH,34R1U500,2025/1/2,2025/3/31,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042515,SIDE05,3,1,600837.SH,34R1U500,2025/1/2,2025/3/31,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042516,SIDE05,2,1,600837.SH,34R1U500,2025/1/2,2025/3/31,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042517,SIDE06,1,1,600837.SH,34R1U500,2024/6/3,2024/8/30,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042518,SIDE06,2,1,600837.SH,34R1U500,2024/6/3,2024/8/30,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042519,SIDE06,2,1,600837.SH,34R1U500,2024/6/3,2024/8/30,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042520,SIDE06,2,1,600837.SH,34R1U500,2024/6/3,2024/8/30,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042521,SIDE06,3,1,600837.SH,34R1U500,2024/6/3,2024/8/30,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042522,SIDE06,2,1,600837.SH,34R1U500,2024/6/3,2024/8/30,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042523,SIDE06,1,1,600837.SH,34R1U500,2024/6/3,2024/8/30,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042524,SIDE06,3,1,600837.SH,34R1U500,2024/6/3,2024/8/30,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042525,SIDE06,2,1,600837.SH,34R1U500,2024/6/3,2024/8/30,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042526,BULL01,1,1,601211.SH,34R1U500,2018/1/2,2018/1/29,1000000.0,1d,default,牛市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042527,BULL01,2,1,601211.SH,34R1U500,2018/1/2,2018/1/29,1000000.0,5min,default,牛市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042528,BULL01,2,1,601211.SH,34R1U500,2018/1/2,2018/1/29,1000000.0,1d,default,牛市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042529,BULL01,2,1,601211.SH,34R1U500,2018/1/2,2018/1/29,1000000.0,1d,default,牛市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042530,BULL01,3,1,601211.SH,34R1U500,2018/1/2,2018/1/29,1000000.0,5min,default,牛市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042531,BULL01,2,1,601211.SH,34R1U500,2018/1/2,2018/1/29,300000.0,1d,default,牛市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042532,BULL01,1,1,601211.SH,34R1U500,2018/1/2,2018/1/29,3000000.0,1d,default,牛市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042533,BULL01,3,1,601211.SH,34R1U500,2018/1/2,2018/1/29,300000.0,5min,default,牛市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042534,BULL01,2,1,601211.SH,34R1U500,2018/1/2,2018/1/29,3000000.0,5min,default,牛市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042535,BULL02,1,1,601211.SH,34R1U500,2019/1/4,2019/4/8,1000000.0,1d,default,牛市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042536,BULL02,2,1,601211.SH,34R1U500,2019/1/4,2019/4/8,1000000.0,5min,default,牛市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042537,BULL02,2,1,601211.SH,34R1U500,2019/1/4,2019/4/8,1000000.0,1d,default,牛市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042538,BULL02,2,1,601211.SH,34R1U500,2019/1/4,2019/4/8,1000000.0,1d,default,牛市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042539,BULL02,3,1,601211.SH,34R1U500,2019/1/4,2019/4/8,1000000.0,5min,default,牛市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042540,BULL02,2,1,601211.SH,34R1U500,2019/1/4,2019/4/8,300000.0,1d,default,牛市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042541,BULL02,1,1,601211.SH,34R1U500,2019/1/4,2019/4/8,3000000.0,1d,default,牛市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042542,BULL02,3,1,601211.SH,34R1U500,2019/1/4,2019/4/8,300000.0,5min,default,牛市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042543,BULL02,2,1,601211.SH,34R1U500,2019/1/4,2019/4/8,3000000.0,5min,default,牛市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042544,BULL03,1,1,601211.SH,34R1U500,2020/3/24,2020/7/13,1000000.0,1d,default,牛市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042545,BULL03,2,1,601211.SH,34R1U500,2020/3/24,2020/7/13,1000000.0,5min,default,牛市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042546,BULL03,2,1,601211.SH,34R1U500,2020/3/24,2020/7/13,1000000.0,1d,default,牛市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042547,BULL03,2,1,601211.SH,34R1U500,2020/3/24,2020/7/13,1000000.0,1d,default,牛市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042548,BULL03,3,1,601211.SH,34R1U500,2020/3/24,2020/7/13,1000000.0,5min,default,牛市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042549,BULL03,2,1,601211.SH,34R1U500,2020/3/24,2020/7/13,300000.0,1d,default,牛市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042550,BULL03,1,1,601211.SH,34R1U500,2020/3/24,2020/7/13,3000000.0,1d,default,牛市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042551,BULL03,3,1,601211.SH,34R1U500,2020/3/24,2020/7/13,300000.0,5min,default,牛市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042552,BULL03,2,1,601211.SH,34R1U500,2020/3/24,2020/7/13,3000000.0,5min,default,牛市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042553,BULL04,1,1,601211.SH,34R1U500,2021/1/4,2021/2/10,1000000.0,1d,default,牛市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042554,BULL04,2,1,601211.SH,34R1U500,2021/1/4,2021/2/10,1000000.0,5min,default,牛市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042555,BULL04,2,1,601211.SH,34R1U500,2021/1/4,2021/2/10,1000000.0,1d,default,牛市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042556,BULL04,2,1,601211.SH,34R1U500,2021/1/4,2021/2/10,1000000.0,1d,default,牛市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042557,BULL04,3,1,601211.SH,34R1U500,2021/1/4,2021/2/10,1000000.0,5min,default,牛市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042558,BULL04,2,1,601211.SH,34R1U500,2021/1/4,2021/2/10,300000.0,1d,default,牛市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042559,BULL04,1,1,601211.SH,34R1U500,2021/1/4,2021/2/10,3000000.0,1d,default,牛市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042560,BULL04,3,1,601211.SH,34R1U500,2021/1/4,2021/2/10,300000.0,5min,default,牛市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042561,BULL04,2,1,601211.SH,34R1U500,2021/1/4,2021/2/10,3000000.0,5min,default,牛市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042562,BULL05,1,1,601211.SH,34R1U500,2023/1/3,2023/5/9,1000000.0,1d,default,牛市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042563,BULL05,2,1,601211.SH,34R1U500,2023/1/3,2023/5/9,1000000.0,5min,default,牛市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042564,BULL05,2,1,601211.SH,34R1U500,2023/1/3,2023/5/9,1000000.0,1d,default,牛市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042565,BULL05,2,1,601211.SH,34R1U500,2023/1/3,2023/5/9,1000000.0,1d,default,牛市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042566,BULL05,3,1,601211.SH,34R1U500,2023/1/3,2023/5/9,1000000.0,5min,default,牛市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042567,BULL05,2,1,601211.SH,34R1U500,2023/1/3,2023/5/9,300000.0,1d,default,牛市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042568,BULL05,1,1,601211.SH,34R1U500,2023/1/3,2023/5/9,3000000.0,1d,default,牛市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042569,BULL05,3,1,601211.SH,34R1U500,2023/1/3,2023/5/9,300000.0,5min,default,牛市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042570,BULL05,2,1,601211.SH,34R1U500,2023/1/3,2023/5/9,3000000.0,5min,default,牛市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042571,BEAR01,1,1,601211.SH,34R1U500,2018/5/22,2018/10/19,1000000.0,1d,default,熊市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042572,BEAR01,2,1,601211.SH,34R1U500,2018/5/22,2018/10/19,1000000.0,5min,default,熊市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042573,BEAR01,2,1,601211.SH,34R1U500,2018/5/22,2018/10/19,1000000.0,1d,default,熊市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042574,BEAR01,2,1,601211.SH,34R1U500,2018/5/22,2018/10/19,1000000.0,1d,default,熊市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042575,BEAR01,3,1,601211.SH,34R1U500,2018/5/22,2018/10/19,1000000.0,5min,default,熊市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042576,BEAR01,2,1,601211.SH,34R1U500,2018/5/22,2018/10/19,300000.0,1d,default,熊市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042577,BEAR01,1,1,601211.SH,34R1U500,2018/5/22,2018/10/19,3000000.0,1d,default,熊市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042578,BEAR01,3,1,601211.SH,34R1U500,2018/5/22,2018/10/19,300000.0,5min,default,熊市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042579,BEAR01,2,1,601211.SH,34R1U500,2018/5/22,2018/10/19,3000000.0,5min,default,熊市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042580,BEAR02,1,1,601211.SH,34R1U500,2020/1/14,2020/3/23,1000000.0,1d,default,熊市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042581,BEAR02,2,1,601211.SH,34R1U500,2020/1/14,2020/3/23,1000000.0,5min,default,熊市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042582,BEAR02,2,1,601211.SH,34R1U500,2020/1/14,2020/3/23,1000000.0,1d,default,熊市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042583,BEAR02,2,1,601211.SH,34R1U500,2020/1/14,2020/3/23,1000000.0,1d,default,熊市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042584,BEAR02,3,1,601211.SH,34R1U500,2020/1/14,2020/3/23,1000000.0,5min,default,熊市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042585,BEAR02,2,1,601211.SH,34R1U500,2020/1/14,2020/3/23,300000.0,1d,default,熊市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042586,BEAR02,1,1,601211.SH,34R1U500,2020/1/14,2020/3/23,3000000.0,1d,default,熊市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042587,BEAR02,3,1,601211.SH,34R1U500,2020/1/14,2020/3/23,300000.0,5min,default,熊市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042588,BEAR02,2,1,601211.SH,34R1U500,2020/1/14,2020/3/23,3000000.0,5min,default,熊市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042589,BEAR03,1,1,601211.SH,34R1U500,2022/1/4,2022/4/27,1000000.0,1d,default,熊市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042590,BEAR03,2,1,601211.SH,34R1U500,2022/1/4,2022/4/27,1000000.0,5min,default,熊市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042591,BEAR03,2,1,601211.SH,34R1U500,2022/1/4,2022/4/27,1000000.0,1d,default,熊市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042592,BEAR03,2,1,601211.SH,34R1U500,2022/1/4,2022/4/27,1000000.0,1d,default,熊市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042593,BEAR03,3,1,601211.SH,34R1U500,2022/1/4,2022/4/27,1000000.0,5min,default,熊市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042594,BEAR03,2,1,601211.SH,34R1U500,2022/1/4,2022/4/27,300000.0,1d,default,熊市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042595,BEAR03,1,1,601211.SH,34R1U500,2022/1/4,2022/4/27,3000000.0,1d,default,熊市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042596,BEAR03,3,1,601211.SH,34R1U500,2022/1/4,2022/4/27,300000.0,5min,default,熊市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042597,BEAR03,2,1,601211.SH,34R1U500,2022/1/4,2022/4/27,3000000.0,5min,default,熊市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042598,BEAR04,1,1,601211.SH,34R1U500,2024/2/5,2024/4/22,1000000.0,1d,default,熊市_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042599,BEAR04,2,1,601211.SH,34R1U500,2024/2/5,2024/4/22,1000000.0,5min,default,熊市_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042600,BEAR04,2,1,601211.SH,34R1U500,2024/2/5,2024/4/22,1000000.0,1d,default,熊市_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042601,BEAR04,2,1,601211.SH,34R1U500,2024/2/5,2024/4/22,1000000.0,1d,default,熊市_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042602,BEAR04,3,1,601211.SH,34R1U500,2024/2/5,2024/4/22,1000000.0,5min,default,熊市_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042603,BEAR04,2,1,601211.SH,34R1U500,2024/2/5,2024/4/22,300000.0,1d,default,熊市_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042604,BEAR04,1,1,601211.SH,34R1U500,2024/2/5,2024/4/22,3000000.0,1d,default,熊市_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042605,BEAR04,3,1,601211.SH,34R1U500,2024/2/5,2024/4/22,300000.0,5min,default,熊市_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042606,BEAR04,2,1,601211.SH,34R1U500,2024/2/5,2024/4/22,3000000.0,5min,default,熊市_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042607,SIDE01,1,1,601211.SH,34R1U500,2019/5/6,2019/8/6,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042608,SIDE01,2,1,601211.SH,34R1U500,2019/5/6,2019/8/6,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042609,SIDE01,2,1,601211.SH,34R1U500,2019/5/6,2019/8/6,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042610,SIDE01,2,1,601211.SH,34R1U500,2019/5/6,2019/8/6,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042611,SIDE01,3,1,601211.SH,34R1U500,2019/5/6,2019/8/6,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042612,SIDE01,2,1,601211.SH,34R1U500,2019/5/6,2019/8/6,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042613,SIDE01,1,1,601211.SH,34R1U500,2019/5/6,2019/8/6,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042614,SIDE01,3,1,601211.SH,34R1U500,2019/5/6,2019/8/6,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042615,SIDE01,2,1,601211.SH,34R1U500,2019/5/6,2019/8/6,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042616,SIDE02,1,1,601211.SH,34R1U500,2021/3/10,2021/7/28,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042617,SIDE02,2,1,601211.SH,34R1U500,2021/3/10,2021/7/28,1000000.0,5min,default,震荡_基准低频场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042618,SIDE02,2,1,601211.SH,34R1U500,2021/3/10,2021/7/28,1000000.0,1d,default,震荡_成本压力场景,cost_x2,5,0.0006,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042619,SIDE02,2,1,601211.SH,34R1U500,2021/3/10,2021/7/28,1000000.0,1d,default,震荡_滑点压力场景,cost_base,12,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042620,SIDE02,3,1,601211.SH,34R1U500,2021/3/10,2021/7/28,1000000.0,5min,default,震荡_双压力场景,cost_x3,12,0.0008,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042621,SIDE02,2,1,601211.SH,34R1U500,2021/3/10,2021/7/28,300000.0,1d,default,震荡_低资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042622,SIDE02,1,1,601211.SH,34R1U500,2021/3/10,2021/7/28,3000000.0,1d,default,震荡_高资金场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042623,SIDE02,3,1,601211.SH,34R1U500,2021/3/10,2021/7/28,300000.0,5min,default,震荡_低频成本压力场景,cost_x15,8,0.0005,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042624,SIDE02,2,1,601211.SH,34R1U500,2021/3/10,2021/7/28,3000000.0,5min,default,震荡_低频滑点压力场景,cost_base,10,0.0003,0.001,100,1,2,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
T042625,SIDE03,1,1,601211.SH,34R1U500,2022/6/15,2022/9/16,1000000.0,1d,default,震荡_基准场景,cost_base,5,0.0003,0.001,100,1,1,pending,,,2026-03-28 16:36:56,2026-03-28 16:36:56
